gia,dientich,rong,dai,kieunha,phuong, quan,bedroom,bathroom,phaply,ngaydang,masobds,linkweb
23450,260,34,7.8,"mặt tiền, phố", Phường 16, Quận Gò Vấp,34,34,Sổ hồng,21/01/2024,22305479,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/gv-toa-chdv-34p-gan-thong-nhat-tn-160-trieu-th-260m2-5t-2-tm-id22305479
23500,100,20,5,"mặt tiền, phố", Phường Phước Long B, Quận 9 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,22450794,https://mogi.vn/quan-9/mua-nha-mat-tien-pho/ban-mat-tien-duong-tang-nhon-phu-q9-doi-dien-truong-cong-thuong-id22450794
23500,183,21,5.2,"mặt tiền, phố", Phường An Phú, Quận 2 (TP. Thủ Đức),6,6,Sổ hồng,21/01/2024,21393429,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/biet-thu-mt-duong-57-ap-q2-dt-183m2-chi-con-23-5-ty-id21393429
23500,220,20,11,"mặt tiền, phố", Phường An Lạc A, Quận Bình Tân,4,2,Sổ hồng,21/01/2024,21872372,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mtkd-gan-bxmt-hoang-van-hop-220m2-11x22-tien-vp-kho-ksan-23-5-ty-tl-id21872372
23500,80,20,4,"mặt tiền, phố", Phường Cô Giang, Quận 1,4,3,Sổ hồng,21/01/2024,21828269,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/mtkd-q1-tran-dinh-xu-80m2-4x20-shr-dep-an-ninh-dan-tri-gia-23-5-ty-tl-id21828269
23500,85,21,4,"hẻm, ngõ", Phường Cầu Kho, Quận 1,6,6,Sổ hồng,21/01/2024,21977434,https://mogi.vn/quan-1/mua-nha-hem-ngo/oto-7-cho-do-trong-nha-tran-hung-dao-q-1-4mx21m-5-tang-vuong-vuc-id21977434
23800,72,18,4,"mặt tiền, phố", Phường Tân Định, Quận 1,3,4,Sổ hồng,21/01/2024,21947412,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-to-t-23-8ty-ba-nnha-2-mt-truo-c-sau-p-tan-di-nh-q1-4-18m-4-lau-id21947412
24000,143,11,13,"mặt tiền, phố", Phường 2, Quận Phú Nhuận,5,4,Sổ hồng,21/01/2024,22176312,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/re-24-ty-ba-n-mt-ngang-lo-n-13m-d-truo-ng-sa-pn-5-ta-ng-le-4m-id22176312
24000,248,40,6.6,"mặt tiền, phố", Phường An Lạc, Quận Bình Tân,3,2,Sổ hồng,21/01/2024,22436706,https://mogi.vn/quan-binh-tan/mua-nha-mat-tien-pho/mtkd-kinh-duong-vuong-binh-tan-248m2-ngang-6-6-nha-phat-loc-24-ty-tl-id22436706
24000,60,15,4,"mặt tiền, phố", Phường 5, Quận 3,6,7,Sổ hồng,21/01/2024,21828314,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/sieu-pham-mat-tien-ngay-d-cao-thang-q3-480m2-ham-7-tang-chi-24-ty-id21828314
24000,64,16,4,"mặt tiền, phố", Phường Tân Định, Quận 1,3,4,Sổ hồng,21/01/2024,22457506,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/24-ty-ban-gap-mat-tien-d-tran-quang-khai-p-tan-di-nh-q1-4x16m-id22457506
24000,76.5,18,4.7,"mặt tiền, phố", Phường 19, Quận Bình Thạnh,6,7,Sổ hồng,21/01/2024,22456874,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/re-24-ty-ban-mt-d-nguye-n-ngoc-phuong-q-bt-4-7-18m-7-ta-ng-tm-id22456874
24500,120,20,5.1,"mặt tiền, phố", Phường 2, Quận Tân Bình,20,20,Sổ hồng,21/01/2024,22455325,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-khach-san-5-1x20m-1-ham-6-tang-gia-25-ty-p2-tan-binh-id22455325
24500,234,30,7.8,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),1,1,Sổ hồng,21/01/2024,21393130,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/hot-ban-gap-234-4m2-dt-7-8m-x-30-3m-mt-duong-60-thao-dien-quan2-id21393130
24950,188,23.5,8.1,"mặt tiền, phố", Phường 13, Quận Bình Thạnh,6,6,Sổ hồng,21/01/2024,22417635,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/bt-toa-nha-mat-tien-k-doanh-gan-no-trang-long-188m2-4t-ngang-8-1m-id22417635
24999,160,22,8,"mặt tiền, phố", Phường 10, Quận Gò Vấp,0,1,Không xác định,21/01/2024,22231769,https://mogi.vn/quan-go-vap/mua-nha-mat-tien-pho/so-c-25-ty-ba-n-go-c-2-mt-d-phan-van-tri-q-gv-8-22m-gpxd-ha-m-7t-id22231769
25000,100,20,5,"mặt tiền, phố", Phường 10, Quận 6,8,8,Sổ hồng,21/01/2024,21886207,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/mtkd-can-goc-q6-khu-binh-phu-5-tang-100m2-5x20-co-70tr-th-25-ty-tl-id21886207
25000,113,25,4.5,"mặt tiền, phố", Phường Đa Kao, Quận 1,8,4,Sổ hồng,21/01/2024,22363688,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/re-25-ty-ban-nha-2mt-mai-thi-luu-da-kao-q1-4-5-25m-4-ta-ng-tm-id22363688
25000,120,16,8.5,"mặt tiền, phố", Phường 17, Quận Bình Thạnh,7,6,Giấy tờ hợp lệ,21/01/2024,22430348,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/ban-nha-mt-nguyen-cuu-van-p17-q-binh-thanh-8-5x16-4l-gia-25-ty-id22430348
25000,140,23,6,"mặt tiền, phố", Phường Bình An, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21388341,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-o-ngay-tran-nao-dt-6-x-23m-ham-3-lau-gan-song-view-81-p-bin-id21388341
25000,140,23,6,"mặt tiền, phố", Phường Bình An, Quận 2 (TP. Thủ Đức),4,6,Sổ hồng,21/01/2024,21390675,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-o-ngay-tran-nao-dt-6-x-23m-ham-3-lau-gan-song-view-81-id21390675
25000,143,22,6.5,"mặt tiền, phố", Phường 8, Quận Phú Nhuận,3,4,Sổ hồng,21/01/2024,22402537,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/re-25-ty-ba-n-mt-d-nguye-n-van-tro-i-q-pn-6-5-22m-5-ta-ng-id22402537
25000,194,20,10,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21385089,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/villa-ho-boinguyen-u-di-thao-dien-q2-dt-10x20m-194m2-chi-25-ty-tl-id21385089
25000,197,16,13,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,22033222,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-gap-nha-mt-thao-dien-quan-2-dt-13x16-197m2-hd-thue-65tr-th-25-ty-id22033222
25000,232,23,10,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,21384878,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-biet-thu-ven-song-sai-gon-dt-10x23-phuong-thao-dien-quan-2-id21384878
25000,67,16,4.2,"mặt tiền, phố", Phường 14, Quận 3,2,3,Sổ hồng,21/01/2024,21958591,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/tt-chinh-xac-100-mt-le-van-sy-q3-4-2-16m-3-tang-thue-60tr-th-25-ty-id21958591
25000,80,19,4.2,"mặt tiền, phố", Phường 5, Quận 10,8,7,Sổ hồng,21/01/2024,22027532,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/mat-tien-kinh-doanh-dao-duy-tu-q-10-4-2mx19m-ham-5tang-vuong-vuc-id22027532
25500,150,20,7.5,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21384872,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/biet-thu-nguyen-u-di-7-5x20m-150m2-gan-the-deck-thao-dien-quan-2-id21384872
25500,84,21,4,"mặt tiền, phố", Phường 4, Quận Tân Bình,4,5,Sổ hồng,21/01/2024,21904120,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/gia-re-24-ty-ban-goc-2-mt-d-ut-tich-q-tan-binh-4x21m-ham-5-lau-tm-id21904120
26000,110,20,4.2,"mặt tiền, phố", Phường Nguyễn Cư Trinh, Quận 1,5,4,Sổ hồng,21/01/2024,21956941,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/mtkd-lo-goc-q1-nguyen-cu-trinh-110m2-4-tang-4-2x29-no-hau-gia-26-ty-tl-id21956941
26000,112,20,5.6,"mặt tiền, phố", Phường 8, Quận 10,4,5,Sổ hồng,21/01/2024,21828321,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-nha-mat-tien-3-2-quan-10-5-6-20m-5-tang-gia-re-chi-26-ty-id21828321
26000,68,17,4,"mặt tiền, phố", Phường Bến Thành, Quận 1,3,4,Sổ hồng,21/01/2024,21788575,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-hoi-26-ty-ban-lo-mt-d-ly-tu-trong-q1-4-17m-4-lau-hdt-70tr-id21788575
26000,68,5,17,"mặt tiền, phố", Phường 13, Quận Phú Nhuận,2,3,Sổ hồng,21/01/2024,22191590,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/re-26-ty-ba-n-goc-2-mt-truong-sa-p-13-dt-ngang-17m-3-lau-le-5-m-id22191590
26000,75,7,10,"hẻm, ngõ", Phường Đa Kao, Quận 1,3,4,Sổ hồng,21/01/2024,21951560,https://mogi.vn/quan-1/mua-nha-hem-ngo/gia-re-26ty-bannha-goc-2-mathem-10m-nguyendinhchieu-q1-ngang-10m-4lau-id21951560
26500,192.8,21,9,"mặt tiền, phố", Phường 19, Quận Bình Thạnh,2,3,Sổ hồng,21/01/2024,22450539,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/hot-26-5-ty-ba-n-nha-2-he-m-6m-d-pha-m-vie-t-cha-nh-q4-id22450539
26990,118,17,7,"hẻm, ngõ", Phường 14, Quận 10,8,9,Sổ hồng,21/01/2024,21841525,https://mogi.vn/quan-10/mua-nha-hem-ngo/sieu-pham-goc-3-mat-tien-3-thang-2-q-10-118m2-7x17-6tang-hem-7m-id21841525
27000,100,15,6.7,"mặt tiền, phố", Phường Cô Giang, Quận 1,3,4,Sổ hồng,21/01/2024,21770854,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-tot-27-ty-ban-gap-2-mt-truoc-sau-nh-6-7-15m-d-ho-hao-hon-q1-4-lau-id21770854
27000,160,20,8,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,4,Sổ hồng,21/01/2024,22162096,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-biet-thu-an-phu-quan-2-thiet-ke-hien-dai-ngay-tran-luu-dt-8x20-16-id22162096
27000,350,21,5,"mặt tiền, phố", Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức),6,6,Sổ hồng,21/01/2024,22390331,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/cc-ban-toa-nha-ham-4-lau-thanh-my-loi-q2-mt-ta-hien-gia-27-ty-id22390331
27000,84,21,4.1,"mặt tiền, phố", Phường Đa Kao, Quận 1,6,6,Sổ hồng,21/01/2024,22106256,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-mt-mai-thi-luu-p-dakao-q1-dt-4-1x21m-4-tang-tm-gia-27-ty-id22106256
27200,160,20,8,"mặt tiền, phố", Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức),5,9,Sổ hồng,21/01/2024,22324076,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/em-nhi-moi-gioi-quan2-can-ban-nha-huy-hoang-khu-uy-ban-hanh-chinh-id22324076
28000,160,20,8,"Biệt thự, liền kề", Phường Thạnh Mỹ Lợi, Quận 2 (TP. Thủ Đức),9,9,Sổ hồng,21/01/2024,22443494,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-nha-pho-kdc-the-ki-21-co-ham-va-thang-may-dt-160m2-gia-28-ty-id22443494
28000,73,20,4,"mặt tiền, phố", Phường Tân Định, Quận 1,3,4,Sổ hồng,21/01/2024,21770849,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-re-28-ty-ban-lo-mt-d-tran-quang-khai-quan-1-4-20m-4-tang-id21770849
28000,84,21,4,"mặt tiền, phố", Phường Đa Kao, Quận 1,5,6,Sổ hồng,21/01/2024,22471014,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/re-28-ty-ban-nha-2mt-mai-thi-luu-da-kao-q1-4-21m-ha-m-6-lau-tm-id22471014
28500,76,25,4.3,"mặt tiền, phố", Phường Tân Định, Quận 1,1,2,Sổ hồng,21/01/2024,22187056,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/28-5-ty-ban-lo-mt-d-vo-thi-sau-q1-4-3-25m-hdt-65tr-tha-ng-id22187056
28500,80,20,4.1,"mặt tiền, phố", Phường 1, Quận Bình Thạnh,7,8,Sổ hồng,21/01/2024,22161141,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/sieu-re-28-5ty-ba-n-ga-p-mt-dinh-tien-hoa-ng-q-bt-4-1-19m-ha-m-8lau-id22161141
28500,88,11,8,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,4,Sổ hồng,21/01/2024,22442684,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/nha-pho-oto-trong-nha-sieu-dep-thao-dien-dt-88m2-ngang-8m-gia-28-5-ty-id22442684
28500,92,22,4.2,"mặt tiền, phố", Phường Nguyễn Cư Trinh, Quận 1,5,4,Sổ hồng,21/01/2024,22171743,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-mt-42-cao-ba-nha-p-nguyen-cu-trinh-quan-1-dt-4-2x22m-gia-id22171743
28900,72,18,4,"mặt tiền, phố", Phường 8 (Phường Võ Thị Sáu), Quận 3,2,3,Sổ hồng,21/01/2024,22001959,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/gia-soc-28-9-ty-tl-ba-n-lo-mat-tien-hai-ba-trung-quan-3-4-18m-3-lau-id22001959
29000,105,5,21,"mặt tiền, phố", Phường 9, Quận 3,3,4,Sổ hồng,21/01/2024,21781349,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/gia-hoi-29-ty-ban-lo-goc-3-mt-d-hoang-sa-q3-21-5m-5-lau-hdt-1-ty-nam-id21781349
29000,150,20,7.5,"mặt tiền, phố", Phường An Phú, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21388330,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-villa-29-ty-mat-tien-ngay-song-hanh-7-5-x-20m-ket-cau-2-lau-id21388330
29000,240,20,12,"mặt tiền, phố", Phường An Phú, Quận 2 (TP. Thủ Đức),4,4,Sổ hồng,21/01/2024,21384915,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-villa-khu-bui-ta-han-cao-duc-lan-12mx20m-235m2-t2l-id21384915
29950,330,29,15,"mặt tiền, phố", Phường 26, Quận Bình Thạnh,4,2,Sổ hồng,21/01/2024,22403104,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/bt-9x-trieu-m2-330m2-nha-o-kdc-hien-huu-duong-xo-viet-nghe-tinh-id22403104
29990,160,26,7,"mặt tiền, phố", Phường 17, Quận Bình Thạnh,10,10,Sổ hồng,21/01/2024,22367741,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/sieu-pham-mat-tien-kinh-doanh-khu-truong-sa-binh-thanh-160m2-29-99-ty-id22367741
30000,100,25,4,"mặt tiền, phố", Phường 12, Quận 10,15,15,Sổ hồng,21/01/2024,22426245,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-khach-san-mt-le-hong-phong-ngay-khu-khach-san-p-12-q-10-30-ty-id22426245
30000,105,24,5,"mặt tiền, phố", Phường 24, Quận Bình Thạnh,2,3,Sổ hồng,21/01/2024,21947417,https://mogi.vn/quan-binh-thanh/mua-nha-mat-tien-pho/xuo-ng-gia-30-ty-ba-n-ga-p-mt-ba-ch-da-ng-q-bt-5-24m-3-lau-co-hdt-id21947417
30000,112,16,7,"mặt tiền, phố", Phường Cô Giang, Quận 1,1,2,Sổ hồng,21/01/2024,21801028,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/gia-re-30-ty-ban-goc-2mt-co-giang-q1-ngang-khung-7-16m-gpxd-ham-6lau-id21801028
30000,152,18,8.5,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21499782,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-biet-thu-thao-dien-quan-2-cho-thue-tot-id21499782
30000,168,24,7,"Biệt thự, liền kề", Phường Bình An, Quận 2 (TP. Thủ Đức),4,2,Sổ hồng,21/01/2024,21898009,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-gap-villa-ngay-tran-nao-q2-dt-7x24m-dt-san-166-2m2-gia-30-ty-id21898009
30000,190,24,8,"Biệt thự, liền kề", Phường Bình An, Quận 2 (TP. Thủ Đức),6,6,Sổ hồng,21/01/2024,21540981,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/chi-30-ty-so-huu-biet-thu-duong-tran-nao-8m-x-24m-tret-2-lau-bv24-24-id21540981
30000,202,26,8,"mặt tiền, phố", Phường 14, Quận Tân Bình,2,2,Sổ hồng,21/01/2024,22322161,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/ban-nha-mat-tien-quan-tan-binh-8m-26m-duong-au-co-p-14-hcm-id22322161
30000,252,18,14,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,21385083,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-villa-3-lau-tuyet-dep-14mx18m-mt-ds-58-phuong-an-phu-q2-id21385083
30000,280,26,11,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,6,Sổ hồng,21/01/2024,22014699,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-gap-biet-thu-giap-song-thao-dien-quan-2-dt-11x25-280m2-chi-30t-id22014699
30000,50,20,10,"mặt tiền, phố", Phường Phạm Ngũ Lão, Quận 1,3,4,Sổ hồng,21/01/2024,22072401,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-nha-sieu-vi-tri-goc-2mt-le-lai-q1-ngang-lo-n-10m-hdt-110tr-th-30ty-id22072401
30000,60,10,6,"mặt tiền, phố", Phường 4, Quận 3,3,4,Sổ hồng,21/01/2024,22191673,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/so-c-30-ty-ba-n-go-c-2-mt-d-cao-tha-ng-q3-ngang-lo-n-6m-5-ta-ng-id22191673
30000,64.7,19,4,"mặt tiền, phố", Phường Nguyễn Thái Bình, Quận 1,5,5,Sổ hồng,21/01/2024,22375534,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/re-nha-t-30-ty-ban-go-c-2-mt-p-nguyen-thai-binh-q1-cn-64-7m2-5-lau-id22375534
30000,68,17,4,"mặt tiền, phố", Phường 6 (Phường Võ Thị Sáu), Quận 3,3,3,Sổ hồng,21/01/2024,22456881,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/re-30-ty-ba-n-mt-hai-ba-trung-quan-3-4-17m2-3-tang-co-hdt-id22456881
30000,68,17,4,"mặt tiền, phố", Phường Nguyễn Cư Trinh, Quận 1,3,4,Sổ hồng,21/01/2024,22402493,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/re-30ty-ban-nha-mt-nguyentrai-q1-khu-pho-thoi-trang-bac-nhat-hdt-58tr-id22402493
30000,70,12,6,"mặt tiền, phố", Phường 14, Quận 3,6,5,Giấy tờ hợp lệ,21/01/2024,22443065,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/ban-nha-goc-2mt-tran-quang-dieu-p14-q-3-6x11-ha-8l-gia-30-ty-id22443065
31000,106,22,5,"hẻm, ngõ", Phường Nguyễn Cư Trinh, Quận 1,15,15,Sổ hồng,21/01/2024,21586514,https://mogi.vn/quan-1/mua-nha-hem-ngo/hem-8m-oto-vao-nha-nguyen-trai-q1-106m2-7lau-15chdv-hdt-110tr-th-id21586514
31000,118,28,4.2,"mặt tiền, phố", Phường 13, Quận 10,4,1,Sổ hồng,21/01/2024,21887850,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/mtkd-q10-cmt8-118m2-4-2x28-vuong-vuc-duy-nhat-1-can-gia-ngop-31-ty-tl-id21887850
31000,200,32,8,"mặt tiền, phố", Phường Bình An, Quận 2 (TP. Thủ Đức),5,2,Sổ hồng,21/01/2024,21890584,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ngop-bank-ban-gap-nha-mat-tien-duong-so-12-p-binh-an-8x32m-gpxd-h-id21890584
31000,221,20,12,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,22001081,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/31-ty-so-huu-biet-thu-2mt-duong-nguyen-van-huong-thao-dien-3-lau-221m2-id22001081
31000,221,20,6,"Biệt thự, liền kề", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),5,6,Sổ hồng,21/01/2024,21393134,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/nha-pho-khu-compound-nguyen-van-huong-thao-dien-q-2-dt-221m2-id21393134
31000,240,20,12,"mặt tiền, phố", Phường An Phú, Quận 2 (TP. Thủ Đức),4,5,Sổ hồng,21/01/2024,21536491,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-villa-khu-bui-ta-han-cao-duc-lan-12mx20m-235m2-thong-ra-song-id21536491
31000,264,16.5,5.4,"hẻm, ngõ", Phường 9, Quận Tân Bình,4,4,Sổ hồng,21/01/2024,21750249,https://mogi.vn/quan-tan-binh/mua-nha-hem-ngo/oto-16-cho-do-trong-nha-thien-phuoc-giap-q-10-264-m2-no-hau-23m-id21750249
31000,70,7,10,"mặt tiền, phố", Phường 12, Quận 3,6,7,Sổ hồng,21/01/2024,22052185,https://mogi.vn/quan-3/mua-nha-mat-tien-pho/sieu-pha-m-ngang-lo-n-10m-duy-nha-t-truo-ngsa-q3-7-lau-co-tm-31ty-tl-id22052185
31000,80,20,4,"mặt tiền, phố", Phường 14, Quận 10,3,4,Sổ hồng,21/01/2024,22394848,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/ban-mt-d-to-hien-thanh-quan-10-4m-x-20m-4-tang-gia-31-ty-tl-id22394848
31000,81,18,4.5,"mặt tiền, phố", Phường 7, Quận 5,3,4,Sổ hồng,21/01/2024,21941512,https://mogi.vn/quan-5/mua-nha-mat-tien-pho/ban-mt-duy-nha-t-31-ty-d-tran-hung-dao-2-chieu-q5-4-5m-x-18m-4-ta-ng-id21941512
31000,96,19,5.8,"mặt tiền, phố", Phường 5, Quận 6,5,4,Sổ hồng,21/01/2024,21698977,https://mogi.vn/quan-6/mua-nha-mat-tien-pho/sieu-mtkd-minh-phung-q6-96m2-5-8x19-4-tang-chu-ngop-nang-ban-31-ty-tl-id21698977
31800,128,17,7.5,"mặt tiền, phố", Phường Thảo Điền, Quận 2 (TP. Thủ Đức),4,2,Sổ hồng,21/01/2024,21795616,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-mt-nguyen-ba-huan-dt-128m2-7-5x17m-gia-tot-chi-31-8-ty-id21795616
32000,210,20,10,"mặt tiền, phố", Phường An Phú, Quận 2 (TP. Thủ Đức),5,6,Sổ hồng,21/01/2024,21393042,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-nha-than-van-nhiep-an-phu-quan-2-gia-32-ty-5-tang-lau-id21393042
32000,70,15,4.6,"mặt tiền, phố", Phường Nguyễn Cư Trinh, Quận 1,5,5,Sổ hồng,21/01/2024,21890255,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/mtkd-tran-hung-dao-q1-70m2-5-tang-4-6x15-co-80tr-th-gia-32-ty-tl-id21890255
32500,113,18,4,"mặt tiền, phố", Phường 13, Quận 10,3,2,Sổ hồng,21/01/2024,21935562,https://mogi.vn/quan-10/mua-nha-mat-tien-pho/mat-tien-kinh-doanh-cuc-dinh-cach-mang-thang-8-q-10-113m2-4-x-28-id21935562
32850,425,35,12.2,"mặt tiền, phố", Phường 2, Quận Tân Bình,16,16,Sổ hồng,21/01/2024,22299439,https://mogi.vn/quan-tan-binh/mua-nha-mat-tien-pho/tb-hot-nha-tro-16p-ngay-khu-san-bay-tsn-425m2-ngang-hiem-12-2m-id22299439
33000,100,20,5,"mặt tiền, phố", Phường Cầu Kho, Quận 1,5,6,Sổ hồng,21/01/2024,22397789,https://mogi.vn/quan-1/mua-nha-mat-tien-pho/ban-2-mt-vo-van-kiet-q1-5-20m-6-ta-ng-tm-200tr-tha-ng-re-33-ty-id22397789
33000,160,20,8,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,2,Sổ hồng,21/01/2024,21795589,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-1-can-biet-thu-an-phu-an-khanh-quan-2-dt-8x20m-gia-33-ty-id21795589
33000,160,20,8,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,3,Sổ hồng,21/01/2024,21890581,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/ban-villa-duong-16m-khu-c-p-an-phu-q2-tp-thu-duc-dt-8x20m-ham-3-t-id21890581
33000,180,20,9,"Biệt thự, liền kề", Phường An Phú, Quận 2 (TP. Thủ Đức),5,5,Sổ hồng,21/01/2024,21729481,https://mogi.vn/quan-2/mua-nha-biet-thu-lien-ke/can-ban-gap-biet-thu-ngay-cv-cao-duc-lan-ham-3-lau-dt-9x20-gia-33-ty-id21729481
33000,229,41,5.7,"mặt tiền, phố", Phường Bình Trưng Tây, Quận 2 (TP. Thủ Đức),6,8,Sổ hồng,21/01/2024,22333963,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/chu-gui-em-nhi-ban-mat-tien-nguyen-duy-trinh-dt-229m2-gia-chi-33-ty-id22333963
33000,255,34,7.5,"mặt tiền, phố", Phường Tân Phú, Quận 7,1,2,Sổ hồng,21/01/2024,21969818,https://mogi.vn/quan-7/mua-nha-mat-tien-pho/duy-nha-t-mt-ngang-7-5x34m-d-huynh-tan-phat-quan-7-gia-chi-33-ty-id21969818
34000,125,25,5,"mặt tiền, phố", Phường 2, Quận Phú Nhuận,3,4,Sổ hồng,21/01/2024,22466253,https://mogi.vn/quan-phu-nhuan/mua-nha-mat-tien-pho/34-ty-tl-ba-n-2-mt-ngay-pho-am-thuc-d-phan-xich-long-q-pn-4-lau-id22466253
34000,166,20,8.9,"mặt tiền, phố", Phường An Phú, Quận 2 (TP. Thủ Đức),5,2,Sổ hồng,21/01/2024,21927487,https://mogi.vn/quan-2/mua-nha-mat-tien-pho/ban-gap-nha-mat-tien-duong-31c-an-phu-quan-2-8-9-x-20m-ham-2-lau-id21927487
